0	0	0.515625
0	0	0.53125
0	0	0.546875
0	0	0.5625
0	0	0.578125
0	0	0.59375
0	0	0.609375
0	0	0.625
0	0	0.640625
0	0	0.65625
0	0	0.671875
0	0	0.6875
0	0	0.703125
0	0	0.71875
0	0	0.734375
0	0	0.75
0	0	0.765625
0	0	0.78125
0	0	0.796875
0	0	0.8125
0	0	0.828125
0	0	0.84375
0	0	0.859375
0	0	0.875
0	0	0.890625
0	0	0.90625
0	0	0.921875
0	0	0.9375
0	0	0.953125
0	0	0.96875
0	0	0.984375
0	0	1
0	0.015625	1
0	0.03125	1
0	0.046875	1
0	0.0625	1
0	0.078125	1
0	0.09375	1
0	0.109375	1
0	0.125	1
0	0.140625	1
0	0.15625	1
0	0.171875	1
0	0.1875	1
0	0.203125	1
0	0.21875	1
0	0.234375	1
0	0.25	1
0	0.265625	1
0	0.28125	1
0	0.296875	1
0	0.3125	1
0	0.328125	1
0	0.34375	1
0	0.359375	1
0	0.375	1
0	0.390625	1
0	0.40625	1
0	0.421875	1
0	0.4375	1
0	0.453125	1
0	0.46875	1
0	0.484375	1
0	0.5	1
0	0.515625	1
0	0.53125	1
0	0.546875	1
0	0.5625	1
0	0.578125	1
0	0.59375	1
0	0.609375	1
0	0.625	1
0	0.640625	1
0	0.65625	1
0	0.671875	1
0	0.6875	1
0	0.703125	1
0	0.71875	1
0	0.734375	1
0	0.75	1
0	0.765625	1
0	0.78125	1
0	0.796875	1
0	0.8125	1
0	0.828125	1
0	0.84375	1
0	0.859375	1
0	0.875	1
0	0.890625	1
0	0.90625	1
0	0.921875	1
0	0.9375	1
0	0.953125	1
0	0.96875	1
0	0.984375	1
0	1	1
0.030303031206131	1	1
0.060606062412262	1	1
0.0909090936183929	1	1
0.121212124824524	1	1
0.151515156030655	1	1
0.181818187236786	1	1
0.212121218442917	1	1
0.242424249649048	1	1
0.272727280855179	1	1
0.30303031206131	1	1
0.333333343267441	1	1
0.363636374473572	1	1
0.393939405679703	1	1
0.424242436885834	1	1
0.454545468091965	1	1
0.484848499298096	1	1
0.515151500701904	1	1
0.545454561710358	1	1
0.575757563114166	1	1
0.60606062412262	1	1
0.636363625526428	1	1
0.666666686534882	1	1
0.69696968793869	1	1
0.727272748947144	1	1
0.757575750350952	1	1
0.787878811359406	1	1
0.818181812763214	1	1
0.848484873771667	1	1
0.878787875175476	1	1
0.909090936183929	1	1
0.939393937587738	1	1
0.969696998596191	1	1
1	1	1
1	1	0.967741906642914
1	1	0.935483872890472
1	1	0.903225779533386
1	1	0.870967745780945
1	1	0.838709652423859
1	1	0.806451618671417
1	1	0.774193525314331
1	1	0.74193549156189
1	1	0.709677398204803
1	1	0.677419364452362
1	1	0.645161271095276
1	1	0.612903237342834
1	1	0.580645143985748
1	1	0.548387110233307
1	1	0.516129016876221
1	1	0.483870953321457
1	1	0.451612889766693
1	1	0.419354826211929
1	1	0.387096762657166
1	1	0.354838699102402
1	1	0.322580635547638
1	1	0.290322571992874
1	1	0.25806450843811
1	1	0.225806444883347
1	1	0.193548381328583
1	1	0.161290317773819
1	1	0.129032254219055
1	1	0.0967741906642914
1	1	0.0645161271095276
1	1	0.0322580635547638
1	1	0
1	0.984375	0
1	0.96875	0
1	0.953125	0
1	0.9375	0
1	0.921875	0
1	0.90625	0
1	0.890625	0
1	0.875	0
1	0.859375	0
1	0.84375	0
1	0.828125	0
1	0.8125	0
1	0.796875	0
1	0.78125	0
1	0.765625	0
1	0.75	0
1	0.734375	0
1	0.71875	0
1	0.703125	0
1	0.6875	0
1	0.671875	0
1	0.65625	0
1	0.640625	0
1	0.625	0
1	0.609375	0
1	0.59375	0
1	0.578125	0
1	0.5625	0
1	0.546875	0
1	0.53125	0
1	0.515625	0
1	0.5	0
1	0.484375	0
1	0.46875	0
1	0.453125	0
1	0.4375	0
1	0.421875	0
1	0.40625	0
1	0.390625	0
1	0.375	0
1	0.359375	0
1	0.34375	0
1	0.328125	0
1	0.3125	0
1	0.296875	0
1	0.28125	0
1	0.265625	0
1	0.25	0
1	0.234375	0
1	0.21875	0
1	0.203125	0
1	0.1875	0
1	0.171875	0
1	0.15625	0
1	0.140625	0
1	0.125	0
1	0.109375	0
1	0.09375	0
1	0.078125	0
1	0.0625	0
1	0.046875	0
1	0.03125	0
1	0.015625	0
1	0	0
0.984375	0	0
0.96875	0	0
0.953125	0	0
0.9375	0	0
0.921875	0	0
0.90625	0	0
0.890625	0	0
0.875	0	0
0.859375	0	0
0.84375	0	0
0.828125	0	0
0.8125	0	0
0.796875	0	0
0.78125	0	0
0.765625	0	0
0.75	0	0
0.734375	0	0
0.71875	0	0
0.703125	0	0
0.6875	0	0
0.671875	0	0
0.65625	0	0
0.640625	0	0
0.625	0	0
0.609375	0	0
0.59375	0	0
0.578125	0	0
0.5625	0	0
0.546875	0	0
0.53125	0	0
0.515625	0	0
0.5	0	0
